ID,GT1,GT11,GT14,GT15,GT2,GT22,GT25,GT26,GT28,GT32,GT33,GT34,GT39,GT4,GT47,GT50,GT53,GT58,GT62,GT69,GT71,GT76,GT8,GT83,GT87,GT91
BCW-200952,1,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0
BCW-200955,0,0,0,0,6,0,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-200973,0,0,0,0,17,0,0,4,4,2,0,0,0,14,0,0,0,0,0,0,0,0,2,3,0,0
BCW-200983,1,0,0,0,4,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0
BCW-200984,1,0,0,0,4,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0
BCW-200986,1,0,0,0,4,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0
BCW-200988,1,0,0,0,4,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0
BCW-200989,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200990,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200991,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-200993,0,0,2,0,3,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,0,0
BCW-200994,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201007,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201008,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201010,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201013,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201014,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201019,0,0,0,0,9,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201020,0,0,0,0,9,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201021,0,0,0,0,9,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201024,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201025,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201028,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201036,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201044,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201045,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201051,0,0,0,0,6,0,0,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201054,0,0,0,0,6,0,0,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201056,0,0,0,0,7,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0
BCW-201058,0,0,0,0,6,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201059,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201070,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201071,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201075,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201078,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201079,0,0,0,0,6,0,0,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201081,1,0,1,0,6,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201082,0,1,0,0,14,0,0,2,2,0,0,0,0,12,0,0,0,0,0,0,0,0,3,1,0,0
BCW-201083,0,1,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0
BCW-201084,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201085,1,0,0,0,4,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201088,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201090,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201091,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201097,0,0,0,0,7,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201098,0,0,0,0,7,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201103,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201107,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201151,0,0,0,0,7,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201152,0,1,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0
BCW-201153,1,0,0,0,4,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201154,0,1,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0
BCW-201155,0,0,0,0,6,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201162,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201173,0,0,0,0,7,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,3,1,0,0
BCW-201175,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201176,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201184,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201185,1,0,0,0,3,0,1,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201186,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201187,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201236,0,0,0,0,7,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201238,1,0,0,0,4,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201245,0,0,0,0,6,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201248,0,0,0,0,6,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201257,1,0,0,0,3,0,1,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201258,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201259,0,0,0,0,5,0,0,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201260,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201263,0,0,0,0,8,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201267,0,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201290,0,0,0,0,10,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201292,0,0,0,0,9,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0
BCW-201293,0,0,0,0,9,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0
BCW-201297,0,0,0,0,4,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201302,0,0,0,0,4,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201303,0,0,0,0,4,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201304,0,0,0,0,4,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201315,0,0,0,0,4,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201350,1,0,0,0,3,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201441,0,0,0,0,8,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201443,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201444,0,0,0,0,4,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201445,0,0,0,0,4,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201450,0,0,0,0,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201453,0,0,0,0,8,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
BCW-201461,0,0,0,0,5,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201614,0,0,0,0,7,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201615,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201620,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201648,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201649,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201653,0,0,0,0,6,0,0,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201654,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201659,0,0,0,0,5,0,0,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201662,0,0,0,0,6,0,0,2,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201703,0,0,0,0,8,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201721,0,0,0,0,6,0,0,1,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201726,0,0,0,0,6,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201808,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201809,1,0,0,0,4,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201811,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201812,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201813,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201814,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201815,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201818,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201819,0,0,1,0,15,0,0,0,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0
BCW-201823,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201824,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201825,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201826,1,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0
BCW-201827,1,0,1,0,6,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201828,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201830,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201832,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201833,1,0,0,0,6,0,1,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201834,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201835,0,0,0,0,2,0,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
BCW-201836,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201838,0,0,0,0,16,0,0,1,1,0,0,0,1,15,0,0,0,0,0,0,0,0,1,0,0,0
BCW-201839,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201840,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201842,1,0,1,0,14,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0
BCW-201844,0,0,1,0,26,0,0,1,2,0,0,0,1,14,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201845,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201847,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201848,1,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0
BCW-201849,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201850,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201851,0,0,0,0,6,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0
BCW-201853,0,0,0,0,5,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201854,0,0,0,0,5,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201856,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201857,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201858,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201859,0,0,0,0,6,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
BCW-201860,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201861,0,0,0,0,11,0,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
BCW-201862,0,0,0,0,8,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0
BCW-201864,1,0,1,0,6,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201865,0,0,0,0,5,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201866,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201867,1,0,1,0,6,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201868,0,0,0,0,8,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
BCW-201870,0,0,0,0,10,0,1,2,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
BCW-201871,0,0,0,0,10,0,0,2,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0
BCW-201872,0,0,0,0,10,0,1,3,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
BCW-201873,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201874,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201875,0,0,0,0,6,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
BCW-201876,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201877,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201878,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201879,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201880,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201881,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201882,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201883,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201884,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201885,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201886,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201887,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201888,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201889,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201890,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201891,1,0,0,0,3,0,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201894,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201895,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201896,1,0,1,0,14,0,0,0,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0
BCW-201897,1,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0
BCW-201899,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201900,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201901,0,0,0,0,5,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201902,0,0,0,0,13,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201903,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201909,1,0,1,0,6,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201910,1,0,0,0,4,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201911,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201914,0,0,0,0,10,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201915,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201916,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201917,1,0,1,0,6,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201919,1,0,0,7,6,4,0,0,0,3,1,2,5,2,0,1,0,1,4,0,9,1,3,0,0,5
BCW-201926,0,0,0,0,7,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201933,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201936,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,0,0,0
BCW-201937,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201938,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201939,1,0,0,0,4,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201945,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201947,0,0,0,0,6,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
BCW-201949,0,0,0,0,4,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201954,1,0,0,6,15,3,0,2,2,4,0,2,4,15,0,1,0,1,4,0,8,1,4,3,0,3
BCW-201957,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201972,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201975,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-201982,0,0,0,0,5,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-201990,0,0,0,0,9,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0
BCW-201995,1,0,0,0,6,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,0,0
BCW-201997,1,0,1,0,7,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-202001,1,0,1,0,7,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,2,1,0,0
BCW-202005,0,0,0,0,11,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0
BCW-202006,0,0,0,0,18,0,0,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,1,2,0,0
